"Record ID","Country","City","Temperature","Humidity","Precipitation","Air Quality Index","Extreme Weather Events","Climate Classification","Climate Zone","Biome Type","Heat Index","Wind Speed","Wind Direction","Season","Population Exposure","Economic Impact Estimate","Infrastructure Vulnerability Score","Date"
"ind_1012","India","Mumbai","1.8",79,"92.9",408,"Flood","Koeppen-C","Arid","Wetland","5.8","3.7","S","Autumn","8280634","61326559.25",3,"2024-10-07"
"ind_1013","India","Mumbai","34.7",65,"181",57,"Flood","Koeppen-D","Arid","Wetland","38","23.5","E","Autumn","3450316","33477625.17",6,"2024-10-08"
"ind_1014","India","Mumbai","-8.4",88,"58.9",474,"Hurricane","Koeppen-D","Arid","Grassland","-4","22.5","NW","Autumn","8004268","5039331.11",5,"2024-10-09"
"ind_1015","India","Mumbai","0.8",82,"43",360,"None","Koeppen-C","Arid","Wetland","4.9","36.9","S","Autumn","7771298","17716047.67",8,"2024-10-10"
"ind_1016","India","Mumbai","23.4",33,"104.8",88,"None","Koeppen-A","Arid","Grassland","25","30.4","NE","Autumn","1958231","1791794.73",4,"2024-10-11"
"ind_1017","India","Mumbai","-4.2",52,"143.5",171,"None","Koeppen-A","Arid","Wetland","-1.6","16","N","Autumn","867758","9425433.91",6,"2024-10-12"
"ind_1018","India","Mumbai","32.2",80,"56.8",31,"None","Koeppen-C","Arid","Forest","36.2","18.6","NW","Autumn","9142262","89566272.47",10,"2024-10-13"
"ind_1019","India","Mumbai","31.5",65,"21.3",252,"None","Koeppen-A","Arid","Desert","34.8","4.9","E","Autumn","868209","63371372.46",3,"2024-10-14"
"ind_102","India","Delhi","-8.6",18,"29.3",433,"None","Koeppen-D","Arid","Wetland","-7.7","14.3","SW","Spring","6804733","36207121.91",8,"2024-04-11"
"ind_1020","India","Mumbai","3.5",41,"135.8",449,"None","Koeppen-B","Arid","Tundra","5.6","21.3","N","Autumn","7765365","79986342.75",5,"2024-10-15"
"ind_1021","India","Mumbai","1",29,"130.9",78,"None","Koeppen-C","Arid","Desert","2.5","39","SE","Autumn","1594155","84691178.4",9,"2024-10-16"
"ind_1022","India","Mumbai","-5.6",41,"87.5",204,"None","Koeppen-B","Arid","Tundra","-3.5","27.7","S","Autumn","5892172","21842625.8",4,"2024-10-17"
"ind_1023","India","Mumbai","-0.1",32,"10.2",471,"None","Koeppen-D","Arid","Desert","1.5","1.8","NE","Autumn","8549821","34956063.32",3,"2024-10-18"
"ind_1024","India","Mumbai","45",35,"32.5",440,"None","Koeppen-C","Arid","Grassland","46.8","16.9","SW","Autumn","4936961","48654458.26",5,"2024-10-19"
"ind_1025","India","Mumbai","-5.8",57,"199.5",428,"Hurricane","Koeppen-A","Arid","Forest","-2.9","0.2","S","Autumn","6755286","49013282.39",4,"2024-10-20"
"ind_1026","India","Mumbai","25.8",90,"36.3",111,"None","Koeppen-D","Arid","Grassland","30.3","39.5","SW","Autumn","8673706","132216.86",6,"2024-10-21"
"ind_1027","India","Mumbai","-5.5",47,"3.5",386,"None","Koeppen-C","Arid","Wetland","-3.1","9.1","NE","Autumn","5224979","43930487.88",2,"2024-10-22"
"ind_1028","India","Mumbai","-7.1",97,"9",59,"None","Koeppen-A","Arid","Desert","-2.2","29.6","NW","Autumn","7570599","53961559.12",5,"2024-10-23"
"ind_1029","India","Mumbai","12.8",55,"100.9",257,"None","Koeppen-B","Arid","Forest","15.6","11.8","SW","Autumn","5044327","17705362.61",10,"2024-10-24"
"ind_103","India","Delhi","1.9",82,"88.5",140,"Hurricane","Koeppen-D","Arid","Desert","6","9.7","NW","Spring","8316314","99127489.66",4,"2024-04-12"
"ind_1030","India","Mumbai","22.5",73,"54.5",304,"None","Koeppen-A","Arid","Forest","26.1","4","E","Autumn","6383777","40665482.45",2,"2024-10-25"
"ind_1031","India","Mumbai","39.1",28,"185.4",59,"None","Koeppen-D","Arid","Wetland","40.5","25.5","NW","Autumn","6790376","66083093.48",1,"2024-10-26"
"ind_1032","India","Mumbai","10.1",24,"88.4",72,"None","Koeppen-D","Arid","Forest","11.3","24.1","E","Autumn","4946303","99355589.31",2,"2024-10-27"
"ind_1033","India","Mumbai","21.5",74,"9.5",465,"None","Koeppen-D","Arid","Grassland","25.2","17.1","E","Autumn","5927471","47839011.18",1,"2024-10-28"
"ind_1034","India","Mumbai","-7.5",30,"141",174,"Drought","Koeppen-C","Arid","Forest","-6","30","S","Autumn","7218609","61645798.29",2,"2024-10-29"
"ind_1035","India","Mumbai","-1.2",76,"105.7",309,"None","Koeppen-D","Arid","Tundra","2.6","10.3","SW","Autumn","6142697","44669834.08",4,"2024-10-30"
"ind_1036","India","Mumbai","11.5",30,"55",494,"None","Koeppen-C","Arid","Forest","13","0","E","Autumn","2757031","52133818.2",9,"2024-10-31"
"ind_1037","India","Mumbai","1.6",32,"160.4",347,"Drought","Koeppen-C","Arid","Desert","3.2","26.5","SW","Autumn","9082956","76049720",9,"2024-11-01"
"ind_1038","India","Mumbai","35",32,"155.9",313,"None","Koeppen-D","Arid","Wetland","36.6","1.1","SE","Autumn","4584741","33689708.16",1,"2024-11-02"
"ind_1039","India","Mumbai","25.2",66,"48.6",291,"None","Koeppen-B","Arid","Grassland","28.5","5.7","E","Autumn","5135356","50371060.82",6,"2024-11-03"
"ind_104","India","Delhi","35.3",19,"98.2",439,"None","Koeppen-A","Arid","Grassland","36.2","19.7","SW","Spring","1189919","89505647.57",2,"2024-04-13"
"ind_1040","India","Mumbai","14.7",61,"154.1",279,"Flood","Koeppen-C","Arid","Desert","17.8","13","NE","Autumn","1428198","62948958.52",6,"2024-11-04"
"ind_1041","India","Mumbai","14.5",26,"6.9",335,"Flood","Koeppen-B","Arid","Desert","15.8","20.8","N","Autumn","2253495","68519975.93",1,"2024-11-05"
"ind_1042","India","Mumbai","-1.6",16,"107.1",147,"None","Koeppen-A","Arid","Desert","-0.8","24.6","SW","Autumn","5086958","96970425.23",7,"2024-11-06"
"ind_1043","India","Mumbai","37.3",41,"48",383,"None","Koeppen-D","Arid","Desert","39.3","1.2","E","Autumn","8748823","59755136.4",8,"2024-11-07"
"ind_1044","India","Mumbai","-3.5",57,"180.2",357,"Hurricane","Koeppen-C","Arid","Desert","-0.6","22.4","N","Autumn","208334","86472270.95",9,"2024-11-08"
"ind_1045","India","Mumbai","16.7",81,"140.3",391,"None","Koeppen-C","Arid","Wetland","20.8","39.8","NE","Autumn","1774633","64344283.78",1,"2024-11-09"
"ind_1046","India","Mumbai","19.7",84,"7.9",358,"None","Koeppen-B","Arid","Wetland","23.9","9","SW","Autumn","7130496","27164041.79",5,"2024-11-10"
"ind_1047","India","Mumbai","29.8",81,"155.3",339,"None","Koeppen-A","Arid","Tundra","33.9","34.3","SW","Autumn","8291273","15730481.71",3,"2024-11-11"
"ind_1048","India","Mumbai","13.2",60,"101.5",57,"None","Koeppen-A","Arid","Tundra","16.2","26.8","S","Autumn","9888130","36700178.22",8,"2024-11-12"
"ind_1049","India","Mumbai","32.4",10,"21.7",201,"None","Koeppen-D","Arid","Forest","32.9","21.1","W","Autumn","4742979","54668854.1",3,"2024-11-13"
"ind_105","India","Delhi","-3.8",96,"52.7",482,"None","Koeppen-A","Arid","Desert","1","7.6","NW","Spring","5153594","91219701.12",5,"2024-04-14"
"ind_1050","India","Mumbai","32.7",13,"95.1",379,"None","Koeppen-C","Arid","Grassland","33.4","4.5","E","Autumn","8980144","63610228.11",3,"2024-11-14"
"ind_1051","India","Mumbai","1",93,"52",310,"None","Koeppen-D","Arid","Tundra","5.7","22.3","NE","Autumn","3258377","20034142.36",4,"2024-11-15"
"ind_1052","India","Mumbai","-8.8",27,"150.3",456,"None","Koeppen-B","Arid","Wetland","-7.5","7.4","N","Autumn","281680","35202932.1",7,"2024-11-16"
"ind_1053","India","Mumbai","16.5",64,"45.4",73,"None","Koeppen-D","Arid","Wetland","19.7","5.2","S","Autumn","3116214","46664872.6",1,"2024-11-17"
"ind_1054","India","Mumbai","0.5",38,"151",294,"None","Koeppen-B","Arid","Forest","2.4","26.7","SE","Autumn","8316084","55247578.28",1,"2024-11-18"
"ind_1055","India","Mumbai","7.6",74,"157.7",329,"None","Koeppen-B","Arid","Tundra","11.3","17.4","NW","Autumn","2208850","26823908.77",9,"2024-11-19"
"ind_1056","India","Mumbai","15.4",48,"187.2",216,"None","Koeppen-B","Arid","Grassland","17.8","17.9","NW","Autumn","121539","13438453.85",4,"2024-11-20"
"ind_1057","India","Mumbai","21.1",76,"23.7",383,"None","Koeppen-C","Arid","Wetland","24.9","8.6","NW","Autumn","4149586","53150679.18",7,"2024-11-21"
"ind_1058","India","Mumbai","33.6",17,"22.7",161,"Hurricane","Koeppen-D","Arid","Forest","34.5","9.5","SW","Autumn","7955909","62809992.43",1,"2024-11-22"
"ind_1059","India","Mumbai","11",97,"9.5",67,"None","Koeppen-D","Arid","Grassland","15.9","21.8","W","Autumn","4176461","25904857.98",9,"2024-11-23"
"ind_106","India","Delhi","39.8",13,"199.6",113,"None","Koeppen-B","Arid","Grassland","40.4","25.8","N","Spring","8463987","14174160.83",3,"2024-04-15"
"ind_1060","India","Mumbai","23.6",29,"68.5",92,"None","Koeppen-C","Arid","Wetland","25.1","18.5","E","Autumn","7430329","3645202.72",2,"2024-11-24"
"ind_1061","India","Mumbai","28.1",32,"83.3",433,"None","Koeppen-C","Arid","Desert","29.7","25.2","E","Autumn","6666492","66992102.04",5,"2024-11-25"
"ind_1062","India","Mumbai","23.3",15,"152.8",239,"None","Koeppen-D","Arid","Tundra","24.1","14.7","W","Autumn","8119754","23852678.3",10,"2024-11-26"
"ind_1063","India","Mumbai","6.2",86,"186.7",61,"Hurricane","Koeppen-A","Arid","Forest","10.5","8.6","E","Autumn","3441558","81215961.25",8,"2024-11-27"
"ind_1064","India","Mumbai","22.8",76,"58.6",146,"None","Koeppen-B","Arid","Grassland","26.6","6.3","NE","Autumn","7296807","21134653.45",5,"2024-11-28"
"ind_1065","India","Mumbai","26.5",77,"175.4",41,"None","Koeppen-B","Arid","Forest","30.4","26.8","SE","Autumn","3215387","5947687.17",9,"2024-11-29"
"ind_1066","India","Mumbai","10.9",97,"190.5",80,"Hurricane","Koeppen-D","Arid","Wetland","15.8","27.8","E","Autumn","6920667","46176993.4",3,"2024-11-30"
"ind_1067","India","Mumbai","-2.3",18,"13.2",275,"None","Koeppen-D","Arid","Grassland","-1.4","37.9","E","Winter","8622031","88165335.35",1,"2024-12-01"
"ind_1068","India","Mumbai","27.7",97,"89.3",426,"None","Koeppen-C","Arid","Grassland","32.5","3.2","S","Winter","8059277","8405466.47",4,"2024-12-02"
"ind_1069","India","Mumbai","28.9",23,"39.3",183,"Heatwave","Koeppen-D","Arid","Tundra","30","33.8","SW","Winter","9337135","97044737.85",1,"2024-12-03"
"ind_107","India","Delhi","17.6",82,"129.1",123,"None","Koeppen-B","Arid","Wetland","21.7","28.1","N","Spring","2435293","9514185.86",7,"2024-04-16"
"ind_1070","India","Mumbai","-4.3",63,"40.7",98,"None","Koeppen-C","Arid","Tundra","-1.1","11.1","E","Winter","8428161","46369874.26",9,"2024-12-04"
"ind_1071","India","Mumbai","6.6",74,"110",265,"None","Koeppen-A","Arid","Tundra","10.3","6.8","SE","Winter","7182081","17753219.62",6,"2024-12-05"
"ind_1072","India","Mumbai","33.6",39,"39.6",90,"None","Koeppen-C","Arid","Desert","35.6","38.4","NW","Winter","9577506","89354865.7",9,"2024-12-06"
"ind_1073","India","Mumbai","28.1",75,"8.2",100,"None","Koeppen-B","Arid","Wetland","31.9","24.5","NW","Winter","1687528","75716641.29",1,"2024-12-07"
"ind_1074","India","Mumbai","31.2",46,"81.4",356,"Hurricane","Koeppen-A","Arid","Grassland","33.5","17.4","NW","Winter","2499270","3475736.41",9,"2024-12-08"
"ind_1075","India","Mumbai","7.4",44,"34.5",26,"None","Koeppen-B","Arid","Desert","9.6","8.3","S","Winter","8113417","87395871.54",9,"2024-12-09"
"ind_1076","India","Mumbai","-5.1",75,"73.8",240,"None","Koeppen-C","Arid","Grassland","-1.3","39.9","NW","Winter","6692358","88584276.61",7,"2024-12-10"
"ind_1077","India","Mumbai","38.1",76,"13.6",436,"None","Koeppen-C","Arid","Wetland","41.9","28","SW","Winter","6733029","40765475.05",4,"2024-12-11"
"ind_1078","India","Mumbai","35.6",66,"8.1",480,"None","Koeppen-D","Arid","Wetland","38.9","13.6","E","Winter","3679355","24937365.67",7,"2024-12-12"
"ind_1079","India","Mumbai","28",24,"155.2",171,"None","Koeppen-B","Arid","Desert","29.2","32.3","N","Winter","673688","86275461.53",6,"2024-12-13"
"ind_108","India","Delhi","10.3",17,"123.7",351,"None","Koeppen-C","Arid","Forest","11.2","36.9","E","Spring","7724954","71328003.55",4,"2024-04-17"
"ind_1080","India","Mumbai","19.4",15,"120.8",376,"None","Koeppen-C","Arid","Grassland","20.1","15.6","SW","Winter","8715939","54571915.64",1,"2024-12-14"
"ind_1081","India","Mumbai","44.9",34,"90.5",356,"None","Koeppen-A","Arid","Tundra","46.6","12.7","SW","Winter","7694506","97294297.61",10,"2024-12-15"
"ind_1082","India","Mumbai","41.2",48,"27.5",411,"None","Koeppen-C","Arid","Desert","43.6","5.3","W","Winter","2665428","92539113.39",4,"2024-12-16"
"ind_1083","India","Mumbai","41.4",72,"19.2",260,"None","Koeppen-D","Arid","Forest","45","11.9","S","Winter","2520234","21463855.76",3,"2024-12-17"
"ind_1084","India","Mumbai","40.2",13,"4.9",356,"Flood","Koeppen-A","Arid","Forest","40.9","17.9","S","Winter","7913327","40629480.33",1,"2024-12-18"
"ind_1085","India","Mumbai","1.5",37,"129",320,"None","Koeppen-C","Arid","Tundra","3.4","4.4","E","Winter","5582683","4502045.05",9,"2024-12-19"
"ind_1086","India","Mumbai","27.7",19,"18.7",35,"None","Koeppen-A","Arid","Desert","28.6","21.9","N","Winter","688335","5066459.4",5,"2024-12-20"
"ind_1087","India","Mumbai","-3.4",83,"103.8",380,"None","Koeppen-C","Arid","Desert","0.8","14.5","S","Winter","3151086","31393039.06",10,"2024-12-21"
"ind_1088","India","Mumbai","39.4",29,"114.6",469,"None","Koeppen-C","Arid","Desert","40.9","38.1","W","Winter","9777495","14926472.92",8,"2024-12-22"
"ind_1089","India","Mumbai","-7.4",22,"145.4",77,"None","Koeppen-B","Arid","Tundra","-6.3","27.6","SE","Winter","6583200","19718158.56",3,"2024-12-23"
"ind_109","India","Delhi","19.8",17,"105",301,"None","Koeppen-B","Arid","Desert","20.7","10.3","N","Spring","550349","89086374.91",4,"2024-04-18"
"ind_1090","India","Mumbai","27.7",62,"44.1",248,"None","Koeppen-B","Arid","Forest","30.8","31.4","SE","Winter","3231786","97339713.58",9,"2024-12-24"
"ind_1091","India","Mumbai","9.3",28,"39.9",482,"None","Koeppen-A","Arid","Forest","10.7","29.1","NE","Winter","4777763","53428509.71",7,"2024-12-25"
"ind_1092","India","Mumbai","29.2",42,"90.5",309,"None","Koeppen-C","Arid","Tundra","31.3","37.5","NW","Winter","4797494","45496448.48",9,"2024-12-26"
"ind_1093","India","Mumbai","38.8",79,"183.6",395,"None","Koeppen-D","Arid","Wetland","42.8","13.6","N","Winter","1696910","68374860.61",2,"2024-12-27"
"ind_1094","India","Mumbai","3.7",55,"178.7",461,"None","Koeppen-B","Arid","Desert","6.5","11.6","NW","Winter","5936186","71445397.15",9,"2024-12-28"
"ind_1095","India","Mumbai","23.4",51,"7.2",161,"None","Koeppen-D","Arid","Forest","25.9","22.3","W","Winter","4724110","84704263.15",4,"2024-12-29"
"ind_1096","India","Mumbai","42.4",77,"75.6",123,"Heatwave","Koeppen-C","Arid","Desert","46.2","0.6","W","Winter","802798","80532656.92",9,"2024-12-30"
"ind_1097","India","Mumbai","0.1",24,"116.4",372,"None","Koeppen-C","Arid","Grassland","1.3","32","W","Winter","1026026","30077678.8",10,"2024-12-31"
"ind_1098","India","Mumbai","-8.2",43,"47.8",483,"None","Koeppen-D","Arid","Tundra","-6","22","N","Winter","8405004","14834135.78",1,"2025-01-01"
"ind_1099","India","Mumbai","41.3",96,"195.5",33,"Heatwave","Koeppen-D","Arid","Forest","46.1","28.8","N","Winter","4925882","76263341.94",5,"2025-01-02"
"ind_11","India","Delhi","26.3",33,"133.4",147,"None","Koeppen-C","Arid","Forest","27.9","6","SW","Winter","4968561","27891185.04",3,"2024-01-11"
"ind_110","India","Delhi","17.8",76,"72.2",119,"Drought","Koeppen-C","Arid","Forest","21.6","29.3","SW","Spring","1619534","63368078.77",7,"2024-04-19"
"ind_1100","India","Mumbai","19.2",45,"167.4",94,"None","Koeppen-D","Arid","Desert","21.4","15.4","NE","Winter","2202953","5367786.28",10,"2025-01-03"
"ind_1101","India","Mumbai","0.2",49,"11.8",490,"None","Koeppen-D","Arid","Desert","2.7","38.7","E","Winter","7052100","68534739.73",5,"2025-01-04"
"ind_1102","India","Mumbai","16.1",65,"186.6",488,"None","Koeppen-C","Arid","Desert","19.4","9.8","NW","Winter","350885","24453537.28",7,"2025-01-05"
"ind_1103","India","Mumbai","27.1",32,"139.9",120,"None","Koeppen-B","Arid","Forest","28.7","14.2","NW","Winter","5625869","62758546.08",4,"2025-01-06"
"ind_1104","India","Mumbai","35.1",82,"3.4",50,"None","Koeppen-D","Arid","Grassland","39.2","13.9","N","Winter","2723938","33206684.7",6,"2025-01-07"
"ind_1105","India","Mumbai","23.2",58,"87.5",320,"None","Koeppen-A","Arid","Desert","26.1","22.3","NE","Winter","9580183","89692619.28",4,"2025-01-08"
"ind_1106","India","Mumbai","-1.7",84,"3.9",191,"None","Koeppen-D","Arid","Grassland","2.5","39.2","W","Winter","3261727","14584761.41",4,"2025-01-09"
"ind_1107","India","Mumbai","4.3",91,"19.4",399,"None","Koeppen-B","Arid","Grassland","8.8","18.1","SE","Winter","7218506","78603505.85",6,"2025-01-10"
"ind_1108","India","Mumbai","4",75,"4.1",440,"None","Koeppen-A","Arid","Wetland","7.8","5","W","Winter","752232","25284819.76",4,"2025-01-11"
"ind_1109","India","Mumbai","15.2",77,"59.4",93,"Hurricane","Koeppen-A","Arid","Grassland","19.1","20.2","SE","Winter","3228840","79243550.97",10,"2025-01-12"
"ind_111","India","Delhi","30",87,"178.1",109,"None","Koeppen-B","Arid","Grassland","34.4","28.2","NE","Spring","4323766","81622221.53",6,"2024-04-20"
"ind_1110","India","Mumbai","44.3",20,"8.1",300,"None","Koeppen-C","Arid","Wetland","45.3","14.7","W","Winter","1048106","74651790.74",8,"2025-01-13"
"ind_1111","India","Mumbai","28.6",22,"161.6",338,"None","Koeppen-B","Arid","Wetland","29.7","32.5","E","Winter","7586643","4558404.36",2,"2025-01-14"
"ind_1112","India","Mumbai","24.4",79,"73.9",416,"Drought","Koeppen-C","Arid","Desert","28.3","22.5","N","Winter","4685409","63181425.84",1,"2025-01-15"
"ind_1113","India","Mumbai","15.9",36,"186.2",384,"None","Koeppen-C","Arid","Forest","17.7","26.7","SE","Winter","2173149","94354541.72",10,"2025-01-16"
"ind_1114","India","Mumbai","18.7",71,"195.5",49,"None","Koeppen-D","Arid","Forest","22.2","10","NE","Winter","1599163","84648867.13",2,"2025-01-17"
"ind_1115","India","Mumbai","20.6",64,"162.4",484,"None","Koeppen-D","Arid","Grassland","23.8","31","NW","Winter","5690794","37745612.1",9,"2025-01-18"
"ind_1116","India","Mumbai","34.1",21,"24.9",173,"Heatwave","Koeppen-B","Arid","Tundra","35.1","25.3","N","Winter","4623454","1607649.02",3,"2025-01-19"
"ind_1117","India","Mumbai","24.3",29,"3.8",170,"Hurricane","Koeppen-A","Arid","Desert","25.8","17.4","N","Winter","3757646","63873676.04",2,"2025-01-20"
"ind_1118","India","Mumbai","15.8",84,"104.1",13,"None","Koeppen-C","Arid","Forest","20","9.6","SE","Winter","3256092","31136372.46",10,"2025-01-21"
"ind_1119","India","Mumbai","37.5",70,"191.1",285,"Hurricane","Koeppen-A","Arid","Forest","41","12.1","N","Winter","390161","4211219.12",9,"2025-01-22"
"ind_112","India","Delhi","24.9",38,"179.8",375,"None","Koeppen-A","Arid","Wetland","26.8","26.2","S","Spring","2395025","64780319.76",2,"2024-04-21"
"ind_1120","India","Mumbai","26.7",11,"74.5",480,"None","Koeppen-C","Arid","Wetland","27.2","15.1","SW","Winter","9762805","87637195.46",9,"2025-01-23"
"ind_1121","India","Mumbai","13.2",74,"128.7",114,"None","Koeppen-D","Arid","Grassland","16.9","6.2","N","Winter","2094585","31813494.15",7,"2025-01-24"
"ind_1122","India","Mumbai","9.2",17,"197.1",191,"None","Koeppen-A","Arid","Forest","10","9.4","SE","Winter","8378514","47976028.06",2,"2025-01-25"
"ind_1123","India","Mumbai","2.8",33,"143.9",356,"Drought","Koeppen-A","Arid","Tundra","4.5","21.1","N","Winter","1208992","28411205.75",3,"2025-01-26"
"ind_1124","India","Mumbai","23.4",26,"107.8",161,"None","Koeppen-C","Arid","Grassland","24.7","9.9","W","Winter","8138085","63735449.11",6,"2025-01-27"
"ind_1125","India","Mumbai","11.2",67,"173.1",36,"Heatwave","Koeppen-A","Arid","Tundra","14.5","34.8","NE","Winter","2681287","13498743.92",2,"2025-01-28"
"ind_1126","India","Mumbai","40.8",32,"22.4",252,"None","Koeppen-C","Arid","Tundra","42.4","0.9","SW","Winter","4751520","23152830.21",3,"2025-01-29"
"ind_1127","India","Mumbai","24.8",49,"88.4",168,"Heatwave","Koeppen-B","Arid","Desert","27.2","34.4","NW","Winter","3401111","89352128.1",8,"2025-01-30"
"ind_1128","India","Mumbai","44",24,"122.9",129,"None","Koeppen-B","Arid","Forest","45.2","28.2","NW","Winter","7400912","43896946.7",8,"2025-01-31"
"ind_1129","India","Mumbai","33.6",52,"137.1",221,"None","Koeppen-A","Arid","Tundra","36.2","13","W","Winter","8884906","68396962.08",7,"2025-02-01"
"ind_113","India","Delhi","10.8",84,"186.3",102,"None","Koeppen-C","Arid","Grassland","15","19.4","N","Spring","8128706","97415828.09",3,"2024-04-22"
"ind_1130","India","Mumbai","3.7",23,"184.4",182,"None","Koeppen-C","Arid","Grassland","4.9","38.9","NE","Winter","9031586","15106626.83",7,"2025-02-02"
"ind_1131","India","Mumbai","44.5",48,"49",19,"None","Koeppen-C","Arid","Forest","46.9","10.2","N","Winter","7089593","14128795.02",7,"2025-02-03"
"ind_1132","India","Mumbai","15.4",29,"120.8",469,"None","Koeppen-C","Arid","Grassland","16.9","23.4","E","Winter","805352","21882951.98",3,"2025-02-04"
"ind_1133","India","Mumbai","3.5",25,"106.8",202,"None","Koeppen-C","Arid","Tundra","4.8","7.1","W","Winter","6245646","84012301.65",10,"2025-02-05"
"ind_1134","India","Mumbai","37.2",22,"189.6",278,"None","Koeppen-D","Arid","Desert","38.3","5","E","Winter","5608173","14661695.09",10,"2025-02-06"
"ind_1135","India","Mumbai","25.3",21,"132.3",247,"Hurricane","Koeppen-D","Arid","Forest","26.4","35.1","NW","Winter","2616830","18982261.85",2,"2025-02-07"
"ind_1136","India","Mumbai","11.7",35,"179.9",55,"Drought","Koeppen-A","Arid","Forest","13.4","32.3","SE","Winter","4659718","55021090.78",8,"2025-02-08"
"ind_1137","India","Mumbai","21.3",17,"88.4",321,"None","Koeppen-A","Arid","Forest","22.2","27","N","Winter","9504561","73639547.97",10,"2025-02-09"
"ind_1138","India","Mumbai","19.9",40,"105.3",341,"None","Koeppen-B","Arid","Desert","21.9","19.8","N","Winter","7375837","17710783.11",7,"2025-02-10"
"ind_1139","India","Mumbai","31.4",38,"102.5",457,"None","Koeppen-A","Arid","Grassland","33.3","23.1","SW","Winter","8359033","81072190.89",9,"2025-02-11"
"ind_114","India","Delhi","-7.4",23,"126.6",120,"None","Koeppen-B","Arid","Wetland","-6.2","20.5","SE","Spring","6895437","25379352.96",10,"2024-04-23"
"ind_1140","India","Mumbai","37.5",44,"78.8",249,"None","Koeppen-A","Arid","Wetland","39.7","21","W","Winter","6595567","27940602.99",4,"2025-02-12"
"ind_1141","India","Mumbai","34.1",36,"169.6",235,"Flood","Koeppen-A","Arid","Grassland","35.9","37.8","S","Winter","305953","63714819.78",10,"2025-02-13"
"ind_1142","India","Mumbai","20.9",68,"68",77,"None","Koeppen-D","Arid","Grassland","24.3","8","NE","Winter","2917182","11544770.55",4,"2025-02-14"
"ind_1143","India","Mumbai","-6.2",62,"181.8",111,"None","Koeppen-C","Arid","Desert","-3.1","4.4","SW","Winter","3002381","39539922.16",1,"2025-02-15"
"ind_1144","India","Mumbai","16.9",13,"167.1",114,"None","Koeppen-C","Arid","Grassland","17.5","2.4","N","Winter","139937","77720414.2",6,"2025-02-16"
"ind_1145","India","Mumbai","39",61,"132.1",444,"None","Koeppen-C","Arid","Forest","42","32.8","E","Winter","5556049","91158138.62",9,"2025-02-17"
"ind_1146","India","Mumbai","29.8",35,"47.9",153,"None","Koeppen-A","Arid","Grassland","31.6","14.5","N","Winter","6474829","27445093.67",9,"2025-02-18"
"ind_1147","India","Mumbai","38",82,"11.1",129,"None","Koeppen-D","Arid","Forest","42.1","36.4","SE","Winter","7623969","29925200",10,"2025-02-19"
"ind_1148","India","Mumbai","41.7",64,"40.9",150,"None","Koeppen-A","Arid","Wetland","44.9","11.1","NW","Winter","4408844","55559324.8",5,"2025-02-20"
"ind_1149","India","Mumbai","21.8",64,"16.6",284,"None","Koeppen-A","Arid","Desert","25","14.3","NE","Winter","7473031","61061305.9",7,"2025-02-21"
"ind_115","India","Delhi","44.2",96,"44.1",86,"None","Koeppen-D","Arid","Grassland","49","35.2","W","Spring","26997","78825667.18",2,"2024-04-24"
"ind_1150","India","Mumbai","15.1",49,"97.9",447,"None","Koeppen-D","Arid","Desert","17.6","13.3","N","Winter","9739677","69375549.07",1,"2025-02-22"
"ind_1151","India","Mumbai","43.3",52,"59.1",13,"None","Koeppen-D","Arid","Desert","45.9","29.4","SW","Winter","7891363","67345376.16",5,"2025-02-23"
"ind_1152","India","Mumbai","-0.6",56,"128",265,"None","Koeppen-B","Arid","Tundra","2.2","18.6","SW","Winter","4859227","7952092.78",10,"2025-02-24"
"ind_1153","India","Mumbai","34.8",20,"8.5",307,"Hurricane","Koeppen-A","Arid","Forest","35.8","28.6","N","Winter","6174666","96076010.63",4,"2025-02-25"
"ind_1154","India","Mumbai","39.3",94,"160.5",96,"None","Koeppen-C","Arid","Grassland","44","3.7","NE","Winter","3967077","5526231.44",7,"2025-02-26"
"ind_1155","India","Mumbai","33.6",37,"27.3",145,"None","Koeppen-D","Arid","Desert","35.5","17.1","W","Winter","7026964","99545798.26",9,"2025-02-27"
"ind_1156","India","Mumbai","0.6",87,"79.4",208,"None","Koeppen-A","Arid","Forest","5","22.8","S","Winter","6006908","37283038.99",5,"2025-02-28"
"ind_1157","India","Mumbai","26.1",91,"22.5",293,"None","Koeppen-C","Arid","Wetland","30.7","38.4","W","Spring","3814007","27479116.75",7,"2025-03-01"
"ind_1158","India","Mumbai","15.7",57,"193.7",165,"None","Koeppen-A","Arid","Tundra","18.6","15.2","SW","Spring","1929444","86095380.88",4,"2025-03-02"
"ind_1159","India","Mumbai","34.1",70,"190.7",405,"None","Koeppen-C","Arid","Grassland","37.6","6.2","N","Spring","8330328","54209281.53",1,"2025-03-03"
"ind_116","India","Delhi","44.5",38,"175.3",26,"None","Koeppen-B","Arid","Tundra","46.4","12.9","E","Spring","6565850","14442826.7",2,"2024-04-25"
"ind_1160","India","Mumbai","2",98,"26.9",249,"None","Koeppen-C","Arid","Wetland","6.9","25.9","SW","Spring","3916235","80922513.01",10,"2025-03-04"
"ind_1161","India","Mumbai","17.6",29,"72.4",219,"None","Koeppen-C","Arid","Desert","19.1","25.1","N","Spring","5875134","95786387.35",1,"2025-03-05"
